exp_id,course_name,question_id,accuracy_per_predict,predict_type,student_id
1,star,9,1.0,type_3_ind_course_confidence_pretest,0
1,star,9,0.0,type_4_ind_course_confidence_pretest_isc,0
1,star,10,1.0,type_1_only_course,0
1,star,10,0.0,type_2_course_confidence,0
1,star,10,1.0,type_3_course_confidence_pretest,0
1,star,10,1.0,type_2_ind_course_confidence,0
1,star,10,1.0,type_3_ind_course_confidence_pretest,0
1,star,10,1.0,type_4_ind_course_confidence_pretest_isc,0
1,star,11,1.0,type_1_only_course,0
1,star,11,1.0,type_2_course_confidence,0
1,star,11,1.0,type_3_course_confidence_pretest,0
1,star,11,1.0,type_2_ind_course_confidence,0
1,star,11,0.0,type_3_ind_course_confidence_pretest,0
1,star,11,0.0,type_4_ind_course_confidence_pretest_isc,0
1,star,12,1.0,type_1_only_course,0
1,star,12,0.0,type_2_course_confidence,0
1,star,12,0.0,type_3_course_confidence_pretest,0
1,star,12,0.0,type_2_ind_course_confidence,0
1,star,12,0.0,type_3_ind_course_confidence_pretest,0
1,star,12,0.0,type_4_ind_course_confidence_pretest_isc,0
1,star,1,1.0,type_1_only_course,1
1,star,1,1.0,type_2_course_confidence,1
1,star,1,1.0,type_3_course_confidence_pretest,1
1,star,1,0.0,type_2_ind_course_confidence,1
1,star,1,1.0,type_3_ind_course_confidence_pretest,1
1,star,1,0.0,type_4_ind_course_confidence_pretest_isc,1
1,star,2,1.0,type_1_only_course,1
1,star,2,1.0,type_2_course_confidence,1
1,star,2,1.0,type_3_course_confidence_pretest,1
1,star,2,1.0,type_2_ind_course_confidence,1
1,star,2,1.0,type_3_ind_course_confidence_pretest,1
1,star,2,1.0,type_4_ind_course_confidence_pretest_isc,1
1,star,3,1.0,type_1_only_course,1
1,star,3,1.0,type_2_course_confidence,1
1,star,3,1.0,type_3_course_confidence_pretest,1
1,star,3,0.0,type_2_ind_course_confidence,1
1,star,3,1.0,type_3_ind_course_confidence_pretest,1
1,star,3,0.0,type_4_ind_course_confidence_pretest_isc,1
1,star,4,1.0,type_1_only_course,1
1,star,4,0.0,type_2_course_confidence,1
1,star,4,0.0,type_3_course_confidence_pretest,1
1,star,4,0.0,type_2_ind_course_confidence,1
1,star,4,0.0,type_3_ind_course_confidence_pretest,1
1,star,4,0.0,type_4_ind_course_confidence_pretest_isc,1
1,star,5,1.0,type_1_only_course,1
1,star,5,1.0,type_2_course_confidence,1
1,star,5,0.0,type_3_course_confidence_pretest,1
1,star,5,0.0,type_2_ind_course_confidence,1
1,star,5,1.0,type_3_ind_course_confidence_pretest,1
1,star,5,1.0,type_4_ind_course_confidence_pretest_isc,1
1,star,6,1.0,type_1_only_course,1
1,star,6,1.0,type_2_course_confidence,1
1,star,6,1.0,type_3_course_confidence_pretest,1
1,star,6,0.0,type_2_ind_course_confidence,1
1,star,6,0.0,type_3_ind_course_confidence_pretest,1
1,star,6,0.0,type_4_ind_course_confidence_pretest_isc,1
1,star,7,1.0,type_1_only_course,1
1,star,7,1.0,type_2_course_confidence,1
1,star,7,1.0,type_3_course_confidence_pretest,1
1,star,7,1.0,type_2_ind_course_confidence,1
1,star,7,1.0,type_3_ind_course_confidence_pretest,1
1,star,7,1.0,type_4_ind_course_confidence_pretest_isc,1
1,star,8,1.0,type_1_only_course,1
1,star,8,1.0,type_2_course_confidence,1
1,star,8,1.0,type_3_course_confidence_pretest,1
1,star,8,1.0,type_2_ind_course_confidence,1
1,star,8,1.0,type_3_ind_course_confidence_pretest,1
1,star,8,1.0,type_4_ind_course_confidence_pretest_isc,1
1,star,9,1.0,type_1_only_course,1
1,star,9,1.0,type_2_course_confidence,1
1,star,9,1.0,type_3_course_confidence_pretest,1
1,star,9,1.0,type_2_ind_course_confidence,1
1,star,9,1.0,type_3_ind_course_confidence_pretest,1
1,star,9,1.0,type_4_ind_course_confidence_pretest_isc,1
1,star,10,1.0,type_1_only_course,1
1,star,10,1.0,type_2_course_confidence,1
1,star,10,1.0,type_3_course_confidence_pretest,1
1,star,10,1.0,type_2_ind_course_confidence,1
1,star,10,1.0,type_3_ind_course_confidence_pretest,1
1,star,10,1.0,type_4_ind_course_confidence_pretest_isc,1
1,star,11,1.0,type_1_only_course,1
1,star,11,1.0,type_2_course_confidence,1
1,star,11,1.0,type_3_course_confidence_pretest,1
1,star,11,1.0,type_2_ind_course_confidence,1
1,star,11,1.0,type_3_ind_course_confidence_pretest,1
1,star,11,1.0,type_4_ind_course_confidence_pretest_isc,1
1,star,12,1.0,type_1_only_course,1
1,star,12,1.0,type_2_course_confidence,1
1,star,12,0.0,type_3_course_confidence_pretest,1
1,star,12,0.0,type_2_ind_course_confidence,1
1,star,12,0.0,type_3_ind_course_confidence_pretest,1
1,star,12,0.0,type_4_ind_course_confidence_pretest_isc,1
1,star,1,1.0,type_1_only_course,2
1,star,1,1.0,type_2_course_confidence,2
1,star,1,1.0,type_3_course_confidence_pretest,2
1,star,1,1.0,type_2_ind_course_confidence,2
1,star,1,1.0,type_3_ind_course_confidence_pretest,2
1,star,1,1.0,type_4_ind_course_confidence_pretest_isc,2
1,star,2,1.0,type_1_only_course,2
1,star,2,1.0,type_2_course_confidence,2
1,star,2,1.0,type_3_course_confidence_pretest,2
1,star,2,1.0,type_2_ind_course_confidence,2
1,star,2,1.0,type_3_ind_course_confidence_pretest,2
1,star,2,1.0,type_4_ind_course_confidence_pretest_isc,2
1,star,3,1.0,type_1_only_course,2
1,star,3,1.0,type_2_course_confidence,2
1,star,3,1.0,type_3_course_confidence_pretest,2
1,star,3,1.0,type_2_ind_course_confidence,2
1,star,3,1.0,type_3_ind_course_confidence_pretest,2
1,star,3,1.0,type_4_ind_course_confidence_pretest_isc,2
1,star,4,1.0,type_1_only_course,2
1,star,4,0.0,type_2_course_confidence,2
1,star,4,0.0,type_3_course_confidence_pretest,2
1,star,4,0.0,type_2_ind_course_confidence,2
1,star,4,0.0,type_3_ind_course_confidence_pretest,2
1,star,4,0.0,type_4_ind_course_confidence_pretest_isc,2
1,star,5,1.0,type_1_only_course,2
1,star,5,0.0,type_2_course_confidence,2
1,star,5,0.0,type_3_course_confidence_pretest,2
1,star,5,0.0,type_2_ind_course_confidence,2
1,star,5,1.0,type_3_ind_course_confidence_pretest,2
1,star,5,1.0,type_4_ind_course_confidence_pretest_isc,2
1,star,6,1.0,type_1_only_course,2
1,star,6,1.0,type_2_course_confidence,2
1,star,6,1.0,type_3_course_confidence_pretest,2
1,star,6,0.0,type_2_ind_course_confidence,2
1,star,6,0.0,type_3_ind_course_confidence_pretest,2
1,star,6,0.0,type_4_ind_course_confidence_pretest_isc,2
1,star,7,1.0,type_1_only_course,2
1,star,7,1.0,type_2_course_confidence,2
1,star,7,1.0,type_3_course_confidence_pretest,2
1,star,7,1.0,type_2_ind_course_confidence,2
1,star,7,1.0,type_3_ind_course_confidence_pretest,2
1,star,7,1.0,type_4_ind_course_confidence_pretest_isc,2
1,star,8,1.0,type_1_only_course,2
1,star,8,1.0,type_2_course_confidence,2
1,star,8,1.0,type_3_course_confidence_pretest,2
1,star,8,1.0,type_2_ind_course_confidence,2
1,star,8,1.0,type_3_ind_course_confidence_pretest,2
1,star,8,1.0,type_4_ind_course_confidence_pretest_isc,2
1,star,9,1.0,type_1_only_course,2
1,star,9,1.0,type_2_course_confidence,2
1,star,9,1.0,type_3_course_confidence_pretest,2
1,star,9,1.0,type_2_ind_course_confidence,2
1,star,9,1.0,type_3_ind_course_confidence_pretest,2
1,star,9,1.0,type_4_ind_course_confidence_pretest_isc,2
1,star,10,1.0,type_1_only_course,2
1,star,10,0.0,type_2_course_confidence,2
1,star,10,1.0,type_3_course_confidence_pretest,2
1,star,10,1.0,type_2_ind_course_confidence,2
1,star,10,1.0,type_3_ind_course_confidence_pretest,2
1,star,10,1.0,type_4_ind_course_confidence_pretest_isc,2
1,star,11,1.0,type_1_only_course,2
1,star,11,1.0,type_2_course_confidence,2
1,star,11,1.0,type_3_course_confidence_pretest,2
1,star,11,1.0,type_2_ind_course_confidence,2
1,star,11,1.0,type_3_ind_course_confidence_pretest,2
1,star,11,1.0,type_4_ind_course_confidence_pretest_isc,2
1,star,12,1.0,type_1_only_course,2
1,star,12,0.0,type_2_course_confidence,2
1,star,12,0.0,type_3_course_confidence_pretest,2
1,star,12,0.0,type_2_ind_course_confidence,2
1,star,12,0.0,type_3_ind_course_confidence_pretest,2
1,star,12,1.0,type_4_ind_course_confidence_pretest_isc,2
1,star,1,1.0,type_1_only_course,3
1,star,1,1.0,type_2_course_confidence,3
1,star,1,1.0,type_3_course_confidence_pretest,3
1,star,1,0.0,type_2_ind_course_confidence,3
1,star,1,1.0,type_3_ind_course_confidence_pretest,3
1,star,1,1.0,type_4_ind_course_confidence_pretest_isc,3
1,star,2,1.0,type_1_only_course,3
1,star,2,1.0,type_2_course_confidence,3
1,star,2,1.0,type_3_course_confidence_pretest,3
1,star,2,1.0,type_2_ind_course_confidence,3
1,star,2,1.0,type_3_ind_course_confidence_pretest,3
1,star,2,1.0,type_4_ind_course_confidence_pretest_isc,3
1,star,3,1.0,type_1_only_course,3
1,star,3,1.0,type_2_course_confidence,3
1,star,3,1.0,type_3_course_confidence_pretest,3
1,star,3,0.0,type_2_ind_course_confidence,3
1,star,3,0.0,type_3_ind_course_confidence_pretest,3
1,star,3,0.0,type_4_ind_course_confidence_pretest_isc,3
1,star,4,1.0,type_1_only_course,3
1,star,4,0.0,type_2_course_confidence,3
1,star,4,0.0,type_3_course_confidence_pretest,3
1,star,4,0.0,type_2_ind_course_confidence,3
1,star,4,0.0,type_3_ind_course_confidence_pretest,3
1,star,4,0.0,type_4_ind_course_confidence_pretest_isc,3
1,star,5,1.0,type_1_only_course,3
1,star,5,1.0,type_2_course_confidence,3
1,star,5,0.0,type_3_course_confidence_pretest,3
1,star,5,0.0,type_2_ind_course_confidence,3
1,star,5,1.0,type_3_ind_course_confidence_pretest,3
1,star,5,1.0,type_4_ind_course_confidence_pretest_isc,3
1,star,6,1.0,type_1_only_course,3
1,star,6,1.0,type_2_course_confidence,3
1,star,6,1.0,type_3_course_confidence_pretest,3
1,star,6,0.0,type_2_ind_course_confidence,3
1,star,6,0.0,type_3_ind_course_confidence_pretest,3
1,star,6,0.0,type_4_ind_course_confidence_pretest_isc,3
1,star,7,1.0,type_1_only_course,3
1,star,7,1.0,type_2_course_confidence,3
1,star,7,1.0,type_3_course_confidence_pretest,3
1,star,7,1.0,type_2_ind_course_confidence,3
1,star,7,1.0,type_3_ind_course_confidence_pretest,3
1,star,7,0.0,type_4_ind_course_confidence_pretest_isc,3
1,star,8,1.0,type_1_only_course,3
1,star,8,1.0,type_2_course_confidence,3
1,star,8,1.0,type_3_course_confidence_pretest,3
1,star,8,1.0,type_2_ind_course_confidence,3
1,star,8,1.0,type_3_ind_course_confidence_pretest,3
1,star,8,1.0,type_4_ind_course_confidence_pretest_isc,3
1,star,9,1.0,type_1_only_course,3
1,star,9,1.0,type_2_course_confidence,3
1,star,9,1.0,type_3_course_confidence_pretest,3
1,star,9,0.0,type_2_ind_course_confidence,3
1,star,9,1.0,type_3_ind_course_confidence_pretest,3
1,star,9,0.0,type_4_ind_course_confidence_pretest_isc,3
1,star,10,1.0,type_1_only_course,3
1,star,10,1.0,type_2_course_confidence,3
1,star,10,1.0,type_3_course_confidence_pretest,3
1,star,10,1.0,type_2_ind_course_confidence,3
1,star,10,1.0,type_3_ind_course_confidence_pretest,3
1,star,10,0.0,type_4_ind_course_confidence_pretest_isc,3
1,star,11,1.0,type_1_only_course,3
1,star,11,1.0,type_2_course_confidence,3
1,star,11,1.0,type_3_course_confidence_pretest,3
1,star,11,1.0,type_2_ind_course_confidence,3
1,star,11,1.0,type_3_ind_course_confidence_pretest,3
1,star,11,0.0,type_4_ind_course_confidence_pretest_isc,3
1,star,12,1.0,type_1_only_course,3
1,star,12,1.0,type_2_course_confidence,3
1,star,12,0.0,type_3_course_confidence_pretest,3
1,star,12,0.0,type_2_ind_course_confidence,3
1,star,12,0.0,type_3_ind_course_confidence_pretest,3
1,star,12,0.0,type_4_ind_course_confidence_pretest_isc,3
1,star,1,1.0,type_1_only_course,4
1,star,1,1.0,type_2_course_confidence,4
1,star,1,1.0,type_3_course_confidence_pretest,4
1,star,1,1.0,type_2_ind_course_confidence,4
1,star,1,0.0,type_3_ind_course_confidence_pretest,4
1,star,1,0.0,type_4_ind_course_confidence_pretest_isc,4
1,star,2,1.0,type_1_only_course,4
1,star,2,1.0,type_2_course_confidence,4
1,star,2,1.0,type_3_course_confidence_pretest,4
1,star,2,1.0,type_2_ind_course_confidence,4
1,star,2,1.0,type_3_ind_course_confidence_pretest,4
1,star,2,1.0,type_4_ind_course_confidence_pretest_isc,4
1,star,3,1.0,type_1_only_course,4
1,star,3,1.0,type_2_course_confidence,4
1,star,3,1.0,type_3_course_confidence_pretest,4
1,star,3,0.0,type_2_ind_course_confidence,4
1,star,3,0.0,type_3_ind_course_confidence_pretest,4
1,star,3,0.0,type_4_ind_course_confidence_pretest_isc,4
1,star,4,1.0,type_1_only_course,4
1,star,4,0.0,type_2_course_confidence,4
1,star,4,0.0,type_3_course_confidence_pretest,4
1,star,4,0.0,type_2_ind_course_confidence,4
1,star,4,0.0,type_3_ind_course_confidence_pretest,4
1,star,4,0.0,type_4_ind_course_confidence_pretest_isc,4
1,star,5,1.0,type_1_only_course,4
1,star,5,0.0,type_2_course_confidence,4
1,star,5,0.0,type_3_course_confidence_pretest,4
1,star,5,0.0,type_2_ind_course_confidence,4
1,star,5,0.0,type_3_ind_course_confidence_pretest,4
1,star,5,0.0,type_4_ind_course_confidence_pretest_isc,4
1,star,6,1.0,type_1_only_course,4
1,star,6,1.0,type_2_course_confidence,4
1,star,6,1.0,type_3_course_confidence_pretest,4
1,star,6,0.0,type_2_ind_course_confidence,4
1,star,6,0.0,type_3_ind_course_confidence_pretest,4
1,star,6,0.0,type_4_ind_course_confidence_pretest_isc,4
1,star,7,1.0,type_1_only_course,4
1,star,7,1.0,type_2_course_confidence,4
1,star,7,1.0,type_3_course_confidence_pretest,4
1,star,7,1.0,type_2_ind_course_confidence,4
1,star,7,0.0,type_3_ind_course_confidence_pretest,4
1,star,7,0.0,type_4_ind_course_confidence_pretest_isc,4
1,star,8,1.0,type_1_only_course,4
1,star,8,1.0,type_2_course_confidence,4
1,star,8,1.0,type_3_course_confidence_pretest,4
1,star,8,1.0,type_2_ind_course_confidence,4
1,star,8,0.0,type_3_ind_course_confidence_pretest,4
1,star,8,1.0,type_4_ind_course_confidence_pretest_isc,4
1,star,9,1.0,type_1_only_course,4
1,star,9,1.0,type_2_course_confidence,4
1,star,9,0.0,type_3_course_confidence_pretest,4
1,star,9,1.0,type_2_ind_course_confidence,4
1,star,9,0.0,type_3_ind_course_confidence_pretest,4
1,star,9,0.0,type_4_ind_course_confidence_pretest_isc,4
1,star,10,1.0,type_1_only_course,4
1,star,10,0.0,type_2_course_confidence,4
1,star,10,1.0,type_3_course_confidence_pretest,4
1,star,10,1.0,type_2_ind_course_confidence,4
1,star,10,0.0,type_3_ind_course_confidence_pretest,4
1,star,10,0.0,type_4_ind_course_confidence_pretest_isc,4
1,star,11,1.0,type_1_only_course,4
1,star,11,1.0,type_2_course_confidence,4
1,star,11,1.0,type_3_course_confidence_pretest,4
1,star,11,1.0,type_2_ind_course_confidence,4
1,star,11,0.0,type_3_ind_course_confidence_pretest,4
1,star,11,0.0,type_4_ind_course_confidence_pretest_isc,4
1,star,12,1.0,type_1_only_course,4
1,star,12,1.0,type_2_course_confidence,4
1,star,12,0.0,type_3_course_confidence_pretest,4
1,star,12,0.0,type_2_ind_course_confidence,4
1,star,12,0.0,type_3_ind_course_confidence_pretest,4
1,star,12,0.0,type_4_ind_course_confidence_pretest_isc,4
1,star,1,1.0,type_1_only_course,5
1,star,1,1.0,type_2_course_confidence,5
1,star,1,1.0,type_3_course_confidence_pretest,5
1,star,1,1.0,type_2_ind_course_confidence,5
1,star,1,1.0,type_3_ind_course_confidence_pretest,5
1,star,1,1.0,type_4_ind_course_confidence_pretest_isc,5
1,star,2,1.0,type_1_only_course,5
1,star,2,1.0,type_2_course_confidence,5
1,star,2,1.0,type_3_course_confidence_pretest,5
1,star,2,1.0,type_2_ind_course_confidence,5
1,star,2,1.0,type_3_ind_course_confidence_pretest,5
1,star,2,1.0,type_4_ind_course_confidence_pretest_isc,5
1,star,3,1.0,type_1_only_course,5
1,star,3,1.0,type_2_course_confidence,5
1,star,3,1.0,type_3_course_confidence_pretest,5
1,star,3,0.0,type_2_ind_course_confidence,5
1,star,3,1.0,type_3_ind_course_confidence_pretest,5
1,star,3,1.0,type_4_ind_course_confidence_pretest_isc,5
1,star,4,1.0,type_1_only_course,5
1,star,4,0.0,type_2_course_confidence,5
1,star,4,1.0,type_3_course_confidence_pretest,5
1,star,4,0.0,type_2_ind_course_confidence,5
1,star,4,0.0,type_3_ind_course_confidence_pretest,5
1,star,4,0.0,type_4_ind_course_confidence_pretest_isc,5
1,star,5,1.0,type_1_only_course,5
1,star,5,0.0,type_2_course_confidence,5
1,star,5,1.0,type_3_course_confidence_pretest,5
1,star,5,0.0,type_2_ind_course_confidence,5
1,star,5,1.0,type_3_ind_course_confidence_pretest,5
1,star,5,1.0,type_4_ind_course_confidence_pretest_isc,5
1,star,6,1.0,type_1_only_course,5
1,star,6,1.0,type_2_course_confidence,5
1,star,6,1.0,type_3_course_confidence_pretest,5
1,star,6,0.0,type_2_ind_course_confidence,5
1,star,6,0.0,type_3_ind_course_confidence_pretest,5
1,star,6,0.0,type_4_ind_course_confidence_pretest_isc,5
1,star,7,1.0,type_1_only_course,5
1,star,7,1.0,type_2_course_confidence,5
1,star,7,1.0,type_3_course_confidence_pretest,5
1,star,7,1.0,type_2_ind_course_confidence,5
1,star,7,1.0,type_3_ind_course_confidence_pretest,5
1,star,7,1.0,type_4_ind_course_confidence_pretest_isc,5
1,star,8,1.0,type_1_only_course,5
1,star,8,1.0,type_2_course_confidence,5
1,star,8,1.0,type_3_course_confidence_pretest,5
1,star,8,1.0,type_2_ind_course_confidence,5
1,star,8,1.0,type_3_ind_course_confidence_pretest,5
1,star,8,1.0,type_4_ind_course_confidence_pretest_isc,5
1,star,9,1.0,type_1_only_course,5
1,star,9,1.0,type_2_course_confidence,5
1,star,9,1.0,type_3_course_confidence_pretest,5
1,star,9,1.0,type_2_ind_course_confidence,5
1,star,9,1.0,type_3_ind_course_confidence_pretest,5
1,star,9,1.0,type_4_ind_course_confidence_pretest_isc,5
1,star,10,1.0,type_1_only_course,5
1,star,10,0.0,type_2_course_confidence,5
1,star,10,1.0,type_3_course_confidence_pretest,5
1,star,10,1.0,type_2_ind_course_confidence,5
1,star,10,1.0,type_3_ind_course_confidence_pretest,5
1,star,10,1.0,type_4_ind_course_confidence_pretest_isc,5
1,star,11,1.0,type_1_only_course,5
1,star,11,1.0,type_2_course_confidence,5
1,star,11,1.0,type_3_course_confidence_pretest,5
1,star,11,1.0,type_2_ind_course_confidence,5
1,star,11,1.0,type_3_ind_course_confidence_pretest,5
1,star,11,1.0,type_4_ind_course_confidence_pretest_isc,5
1,star,12,1.0,type_1_only_course,5
1,star,12,0.0,type_2_course_confidence,5
1,star,12,1.0,type_3_course_confidence_pretest,5
1,star,12,0.0,type_2_ind_course_confidence,5
1,star,12,0.0,type_3_ind_course_confidence_pretest,5
1,star,12,1.0,type_4_ind_course_confidence_pretest_isc,5
1,star,1,1.0,type_1_only_course,6
1,star,1,1.0,type_2_course_confidence,6
1,star,1,1.0,type_3_course_confidence_pretest,6
1,star,1,0.0,type_2_ind_course_confidence,6
1,star,1,0.0,type_3_ind_course_confidence_pretest,6
1,star,1,1.0,type_4_ind_course_confidence_pretest_isc,6
1,star,2,1.0,type_1_only_course,6
1,star,2,1.0,type_2_course_confidence,6
1,star,2,1.0,type_3_course_confidence_pretest,6
1,star,2,1.0,type_2_ind_course_confidence,6
1,star,2,1.0,type_3_ind_course_confidence_pretest,6
1,star,2,1.0,type_4_ind_course_confidence_pretest_isc,6
1,star,3,1.0,type_1_only_course,6
1,star,3,1.0,type_2_course_confidence,6
1,star,3,1.0,type_3_course_confidence_pretest,6
1,star,3,0.0,type_2_ind_course_confidence,6
1,star,3,0.0,type_3_ind_course_confidence_pretest,6
1,star,3,0.0,type_4_ind_course_confidence_pretest_isc,6
1,star,4,1.0,type_1_only_course,6
1,star,4,0.0,type_2_course_confidence,6
1,star,4,0.0,type_3_course_confidence_pretest,6
1,star,4,0.0,type_2_ind_course_confidence,6
1,star,4,0.0,type_3_ind_course_confidence_pretest,6
1,star,4,0.0,type_4_ind_course_confidence_pretest_isc,6
1,star,5,1.0,type_1_only_course,6
1,star,5,1.0,type_2_course_confidence,6
1,star,5,0.0,type_3_course_confidence_pretest,6
1,star,5,0.0,type_2_ind_course_confidence,6
1,star,5,0.0,type_3_ind_course_confidence_pretest,6
1,star,5,1.0,type_4_ind_course_confidence_pretest_isc,6
1,star,6,1.0,type_1_only_course,6
1,star,6,1.0,type_2_course_confidence,6
1,star,6,1.0,type_3_course_confidence_pretest,6
1,star,6,0.0,type_2_ind_course_confidence,6
1,star,6,0.0,type_3_ind_course_confidence_pretest,6
1,star,6,0.0,type_4_ind_course_confidence_pretest_isc,6
1,star,7,1.0,type_1_only_course,6
1,star,7,1.0,type_2_course_confidence,6
1,star,7,1.0,type_3_course_confidence_pretest,6
1,star,7,1.0,type_2_ind_course_confidence,6
1,star,7,0.0,type_3_ind_course_confidence_pretest,6
1,star,7,0.0,type_4_ind_course_confidence_pretest_isc,6
1,star,8,1.0,type_1_only_course,6
1,star,8,1.0,type_2_course_confidence,6
1,star,8,1.0,type_3_course_confidence_pretest,6
1,star,8,1.0,type_2_ind_course_confidence,6
1,star,8,1.0,type_3_ind_course_confidence_pretest,6
1,star,8,1.0,type_4_ind_course_confidence_pretest_isc,6
1,star,9,1.0,type_1_only_course,6
1,star,9,1.0,type_2_course_confidence,6
1,star,9,0.0,type_3_course_confidence_pretest,6
1,star,9,0.0,type_2_ind_course_confidence,6
1,star,9,0.0,type_3_ind_course_confidence_pretest,6
1,star,9,0.0,type_4_ind_course_confidence_pretest_isc,6
1,star,10,1.0,type_1_only_course,6
1,star,10,1.0,type_2_course_confidence,6
1,star,10,1.0,type_3_course_confidence_pretest,6
1,star,10,0.0,type_2_ind_course_confidence,6
1,star,10,0.0,type_3_ind_course_confidence_pretest,6
1,star,10,0.0,type_4_ind_course_confidence_pretest_isc,6
1,star,11,1.0,type_1_only_course,6
1,star,11,1.0,type_2_course_confidence,6
1,star,11,1.0,type_3_course_confidence_pretest,6
1,star,11,1.0,type_2_ind_course_confidence,6
1,star,11,0.0,type_3_ind_course_confidence_pretest,6
1,star,11,1.0,type_4_ind_course_confidence_pretest_isc,6
1,star,12,1.0,type_1_only_course,6
1,star,12,1.0,type_2_course_confidence,6
1,star,12,0.0,type_3_course_confidence_pretest,6
1,star,12,0.0,type_2_ind_course_confidence,6
1,star,12,0.0,type_3_ind_course_confidence_pretest,6
1,star,12,0.0,type_4_ind_course_confidence_pretest_isc,6
1,star,1,1.0,type_1_only_course,7
1,star,1,1.0,type_2_course_confidence,7
1,star,1,1.0,type_3_course_confidence_pretest,7
1,star,1,1.0,type_2_ind_course_confidence,7
1,star,1,0.0,type_3_ind_course_confidence_pretest,7
1,star,1,0.0,type_4_ind_course_confidence_pretest_isc,7
1,star,2,1.0,type_1_only_course,7
1,star,2,1.0,type_2_course_confidence,7
1,star,2,1.0,type_3_course_confidence_pretest,7
1,star,2,1.0,type_2_ind_course_confidence,7
1,star,2,1.0,type_3_ind_course_confidence_pretest,7
1,star,2,1.0,type_4_ind_course_confidence_pretest_isc,7
1,star,3,1.0,type_1_only_course,7
1,star,3,1.0,type_2_course_confidence,7
1,star,3,1.0,type_3_course_confidence_pretest,7
1,star,3,0.0,type_2_ind_course_confidence,7
1,star,3,0.0,type_3_ind_course_confidence_pretest,7
1,star,3,0.0,type_4_ind_course_confidence_pretest_isc,7
1,star,4,1.0,type_1_only_course,7
1,star,4,0.0,type_2_course_confidence,7
1,star,4,1.0,type_3_course_confidence_pretest,7
1,star,4,0.0,type_2_ind_course_confidence,7
1,star,4,0.0,type_3_ind_course_confidence_pretest,7
1,star,4,0.0,type_4_ind_course_confidence_pretest_isc,7
1,star,5,1.0,type_1_only_course,7
1,star,5,0.0,type_2_course_confidence,7
1,star,5,1.0,type_3_course_confidence_pretest,7
1,star,5,0.0,type_2_ind_course_confidence,7
1,star,5,0.0,type_3_ind_course_confidence_pretest,7
1,star,5,1.0,type_4_ind_course_confidence_pretest_isc,7
1,star,6,1.0,type_1_only_course,7
1,star,6,1.0,type_2_course_confidence,7
1,star,6,1.0,type_3_course_confidence_pretest,7
1,star,6,0.0,type_2_ind_course_confidence,7
1,star,6,0.0,type_3_ind_course_confidence_pretest,7
1,star,6,0.0,type_4_ind_course_confidence_pretest_isc,7
1,star,7,1.0,type_1_only_course,7
1,star,7,1.0,type_2_course_confidence,7
1,star,7,1.0,type_3_course_confidence_pretest,7
